record_id,schema_version,record_type,related_record_id,diffusant,diffusant_isotope,diffusant_valence,co_diffusant,diffusion_type,diffusion_type_qualifier,reference_frame,host_type,host_name,host_ima_name,host_formula,host_endmember,host_group,host_origin,crystallographic_direction,anisotropy_flag,polycrystal_flag,composition_as_reported,composition_basis,sio2_wt_pct,tio2_wt_pct,al2o3_wt_pct,cr2o3_wt_pct,feot_wt_pct,feo_wt_pct,fe2o3_wt_pct,mno_wt_pct,mgo_wt_pct,cao_wt_pct,na2o_wt_pct,k2o_wt_pct,p2o5_wt_pct,nio_wt_pct,other_oxides,mg_number,nbo_t,composition_notes,hydrous_flag,h2o_wt_pct,h2o_wt_pct_min,h2o_wt_pct_max,a_h2o,water_notes,t_k,t_min_k,t_max_k,t_original_value,t_original_unit,p_pa,p_min_pa,p_max_pa,p_original_value,p_original_unit,fo2_buffer,fo2_buffer_offset,log10_fo2_bar,fo2_constraint,apparatus,duration_s,d0_m2_s,log10_d0_m2_s,d0_unc_log10,d0_unc_type,d0_original_value,d0_original_unit,ea_j_mol,ea_unc_j_mol,ea_unc_type,ea_original_value,ea_original_unit,activation_volume_m3_mol,activation_volume_unc_m3_mol,activation_volume_original_value,activation_volume_original_unit,arrhenius_equation_form,gas_constant_used_j_mol_k,d_m2_s,log10_d_m2_s,d_unc_log10,d_unc_type,d_original_value,d_original_unit,n_experiments,n_temperature_points,fit_r_squared,method,experiment_geometry,analytical_technique,direct_measurement_flag,grain_boundary_contribution,concentration_dependent_flag,mixed_md_experiment_flag,quality_flag,t_calibration_notes,caveats,notes,extracted_from,compiler,compilation_date,review_status,citation_key,authors,year,title,journal,volume,pages,doi,source_locus
DDB001877,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1573.15,1573.15,1573.15,1573.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,2400,,,,,,,,,,,,,,,,,,1.2e-11,-10.920818754,,,1.2e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1904; Run# HB-2007-22"
DDB001878,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1623.15,1623.15,1623.15,1623.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,2400,,,,,,,,,,,,,,,,,,1.7e-11,-10.7695510786,,,1.7e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,true,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; C_range_as_printed=0.27-0.64; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1905; Run# HB-2007-06"
DDB001879,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1623.15,1623.15,1623.15,1623.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,4800,,,,,,,,,,,,,,,,,,2e-11,-10.6989700043,,,2e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,true,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; C_range_as_printed=0.27-0.64; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1906; Run# HB-2007-26"
DDB001880,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1623.15,1623.15,1623.15,1623.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,2400,,,,,,,,,,,,,,,,,,2.7e-11,-10.5686362358,,,2.7e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1907; Run# HB-2007-19"
DDB001881,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1673.15,1673.15,1673.15,1673.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,1200,,,,,,,,,,,,,,,,,,3.3e-11,-10.4814860601,,,3.3e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,true,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; C_range_as_printed=0.27-0.64; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1908; Run# HB-2007-13"
DDB001882,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1673.15,1673.15,1673.15,1673.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,1200,,,,,,,,,,,,,,,,,,3.9e-11,-10.408935393,,,3.9e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1909; Run# HB-2007-24"
DDB001883,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1723.15,1723.15,1723.15,1723.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,1200,,,,,,,,,,,,,,,,,,7.9e-11,-10.1023729087,,,7.9e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,true,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; C_range_as_printed=0.27-0.64; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1910; Run# HB-2007-10"
DDB001884,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1723.15,1723.15,1723.15,1723.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,900,,,,,,,,,,,,,,,,,,8.4e-11,-10.0757207139,,,8.4e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,true,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; C_range_as_printed=0.27-0.64; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1911; Run# HB-2007-47"
DDB001885,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1723.15,1723.15,1723.15,1723.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,1200,,,,,,,,,,,,,,,,,,6.4e-11,-10.193820026,,,6.4e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1912; Run# HB-2007-21"
DDB001886,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,K-Phonolite,,,,melt_alkaline,,,false,false,K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,0.05,,,,,1523.15,1523.15,1523.15,1523.15,K,500000000,500000000,500000000,500,MPa,,,,,piston_cylinder,3600,,,,,,,,,,,,,,,,,,7.4e-12,-11.1307682803,,,7.4e-12,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1913; Run# HB-2007-43"
DDB001887,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,Wet K-Phonolite,,,,melt_alkaline,,,false,false,wet K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,2,,,,,1523.15,1523.15,1523.15,1523.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,1500,,,,,,,,,,,,,,,,,,2.3e-11,-10.638272164,,,2.3e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite and Pt; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1914; Run# HB-2007-42"
DDB001888,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,Wet K-Phonolite,,,,melt_alkaline,,,false,false,wet K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,2,,,,,1623.15,1623.15,1623.15,1623.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,1200,,,,,,,,,,,,,,,,,,4.6e-11,-10.3372421683,,,4.6e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite and Pt; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1915; Run# HB-2007-41"
DDB001889,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,Wet K-Phonolite,,,,melt_alkaline,,,false,false,wet K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,2,,,,,1723.15,1723.15,1723.15,1723.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,800,,,,,,,,,,,,,,,,,,5.9e-11,-10.2291479884,,,5.9e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite and Pt; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1916; Run# HB-2007-40"
DDB001890,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,Wet K-Phonolite,,,,melt_alkaline,,,false,false,wet K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,5,,,,,1523.15,1523.15,1523.15,1523.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,1200,,,,,,,,,,,,,,,,,,6.6e-11,-10.1804560645,,,6.6e-11,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite and Pt; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1917; Run# HB-2007-34"
DDB001891,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,Wet K-Phonolite,,,,melt_alkaline,,,false,false,wet K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,5,,,,,1623.15,1623.15,1623.15,1623.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,800,,,,,,,,,,,,,,,,,,1e-10,-10,,,1e-10,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite and Pt; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1918; Run# HB-2007-38"
DDB001892,1.0.0,isothermal_d,,F,,,,tracer,none,unspecified,melt,Wet K-Phonolite,,,,melt_alkaline,,,false,false,wet K-Phonolite; SiO2=55.825;TiO2=0.22;Al2O3=22.355;FeOt=2.26;MnO=0.12;MgO=0.205;CaO=2.67;Na2O=6.46;K2O=9.89,wt_pct_oxide,55.825,0.22,22.355,,2.26,,,0.12,0.205,2.67,6.46,9.89,,,,,,anhydrous_total=100.005,true,5,,,,,1723.15,1723.15,1723.15,1723.15,K,1000000000,1000000000,1000000000,1000,MPa,,,,,piston_cylinder,400,,,,,,,,,,,,,,,,,,1.8e-10,-9.7447274949,,,1.8e-10,m2/s,,,,EPMA,diffusion_couple,Electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Electron microprobe; Apparatus_as_printed=PCA; Capsule_as_printed=graphite and Pt; pres_medium_as_printed=NaCl+pyrex+alumina; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Balcone-Boissard2009CG 263; 89,,,,,,,10.1016/j.chemgeo.2008.08.018,"Zhang 2010 Table 1 xls, Entry# 1919; Run# HB-2007-39"
DDB001893,1.0.0,isothermal_d,,Cl,,,,chemical,effective_binary,unspecified,melt,Rhyolite17 (LGB),,,,melt_rhyolite,,,false,false,Rhyolite17 (LGB); SiO2=77.86;TiO2=0.07;Al2O3=12.64;FeOt=0.8;MnO=0.04;MgO=0.06;CaO=0.62;Na2O=3.88;K2O=4.03,wt_pct_oxide,77.86,0.07,12.64,,0.8,,,0.04,0.06,0.62,3.88,4.03,,,,,,anhydrous_total=100,true,0.0006,,,,,1123.15,1123.15,1123.15,1123.15,K,100000000,100000000,100000000,100,MPa,,,,,cold_seal,92700,,,,,,,,,,,,,,,,,,2.45470891569e-13,-12.61,,,2.45470891568503e-13,m2/s,,,,EPMA,crystal_dissolution,Electron Microprobe,true,,,false,use_with_caution,,glass surrounded by NaCl,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=SEBD; Type_of_exp_as_printed=dissolving NaCl; Analytical_as_printed=Electron Microprobe; Apparatus_as_printed=Cold-Sealed; Capsule_as_printed=sealed Au; pres_medium_as_printed=?; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Bai1994GCA 58; 113,Bai,1994,,Geochimica et Cosmochimica Acta,58,113,10.1016/0016-7037(94)90450-2,"Zhang 2010 Table 1 xls, Entry# 1921; Run# R17P2"
DDB001894,1.0.0,isothermal_d,,Cl,,,,chemical,effective_binary,unspecified,melt,Rhyolite17 (LGB),,,,melt_rhyolite,,,false,false,Rhyolite17 (LGB); SiO2=77.86;TiO2=0.07;Al2O3=12.64;FeOt=0.8;MnO=0.04;MgO=0.06;CaO=0.62;Na2O=3.88;K2O=4.03,wt_pct_oxide,77.86,0.07,12.64,,0.8,,,0.04,0.06,0.62,3.88,4.03,,,,,,anhydrous_total=100,true,0.0006,,,,,1123.15,1123.15,1123.15,1123.15,K,20000000,20000000,20000000,20,MPa,,,,,cold_seal,92700,,,,,,,,,,,,,,,,,,3.0199517204e-13,-12.52,,,3.01995172040201e-13,m2/s,,,,EPMA,crystal_dissolution,Electron Microprobe,true,,,false,use_with_caution,,glass surrounded by NaCl,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=SEBD; Type_of_exp_as_printed=dissolving NaCl; Analytical_as_printed=Electron Microprobe; Apparatus_as_printed=Cold-Sealed; Capsule_as_printed=sealed Au; pres_medium_as_printed=?; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Bai1994GCA 58; 113,Bai,1994,,Geochimica et Cosmochimica Acta,58,113,10.1016/0016-7037(94)90450-2,"Zhang 2010 Table 1 xls, Entry# 1922; Run# R17P3"
DDB001895,1.0.0,isothermal_d,,Cl,,,,chemical,effective_binary,unspecified,melt,Rhyolite17 (LGB),,,,melt_rhyolite,,,false,false,Rhyolite17 (LGB); SiO2=77.86;TiO2=0.07;Al2O3=12.64;FeOt=0.8;MnO=0.04;MgO=0.06;CaO=0.62;Na2O=3.88;K2O=4.03,wt_pct_oxide,77.86,0.07,12.64,,0.8,,,0.04,0.06,0.62,3.88,4.03,,,,,,anhydrous_total=100,true,0.0006,,,,,1123.15,1123.15,1123.15,1123.15,K,100000,100000,100000,0.1,MPa,,,,,,32400,,,,,,,,,,,,,,,,,,3.31131121483e-13,-12.48,,,3.31131121482589e-13,m2/s,,,,EPMA,crystal_dissolution,Electron Microprobe,true,,,false,use_with_caution,,glass surrounded by NaCl,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=SEBD; Type_of_exp_as_printed=dissolving NaCl; Analytical_as_printed=Electron Microprobe; Capsule_as_printed=sealed Pt; pres_medium_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Bai1994GCA 58; 113,Bai,1994,,Geochimica et Cosmochimica Acta,58,113,10.1016/0016-7037(94)90450-2,"Zhang 2010 Table 1 xls, Entry# 1923; Run# R18P4"
DDB001896,1.0.0,isothermal_d,,Cl,,,,chemical,effective_binary,unspecified,melt,Rhyolite17 (LGB),,,,melt_rhyolite,,,false,false,Rhyolite17 (LGB); SiO2=77.86;TiO2=0.07;Al2O3=12.64;FeOt=0.8;MnO=0.04;MgO=0.06;CaO=0.62;Na2O=3.88;K2O=4.03,wt_pct_oxide,77.86,0.07,12.64,,0.8,,,0.04,0.06,0.62,3.88,4.03,,,,,,anhydrous_total=100,true,0.0006,,,,,1273.15,1273.15,1273.15,1273.15,K,100000,100000,100000,0.1,MPa,,,,,,43200,,,,,,,,,,,,,,,,,,1e-12,-12,,,1e-12,m2/s,,,,EPMA,crystal_dissolution,Electron Microprobe,true,,,false,use_with_caution,,glass surrounded by NaCl,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=SEBD; Type_of_exp_as_printed=dissolving NaCl; Analytical_as_printed=Electron Microprobe; Capsule_as_printed=sealed Pt; pres_medium_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Bai1994GCA 58; 113,Bai,1994,,Geochimica et Cosmochimica Acta,58,113,10.1016/0016-7037(94)90450-2,"Zhang 2010 Table 1 xls, Entry# 1924; Run# R17P4"
